-682.44,23343,-14348,15717,-2843.9,-4687.5,-12578,-1005.8,-17026,-16551,-2621.5,-11431,6656.2,-7108.2,-4141.6,-4747.8,-2675,-10951,-10269,-10741,-9124.2,-9137.9,3291.2,5131.4,-8607.7,2557.3,-7152.1,-21305,351.81,19012,2029.2,4054,2245.1,-10643
-683,23342,-14366,15718,-2843.3,-4681.7,-12580,-1005.2,-17027,-16551,-2620.8,-11428,6656.1,-7106.9,-4141.3,-4746.7,-2675.1,-10952,-10270,-10743,-9125.8,-9137.8,3294.8,5132,-8608,2557.5,-7153.2,-21307,351.5,19012,2027.9,4054.4,2245.8,-10648
-680.03,23344,-14375,15722,-2840.1,-4672.7,-12578,-1000.4,-17024,-16545,-2615.3,-11424,6659.3,-7103.7,-4137.8,-4744.6,-2670.9,-10951,-10269,-10742,-9125.9,-9133.9,3295.3,5130.8,-8605.3,2558.9,-7150.5,-21305,353.56,19013,2031.9,4056.6,2248.7,-10643
-678.78,23347,-14372,15724,-2837.9,-4665.4,-12576,-996.25,-17022,-16543,-2613.2,-11421,6661.8,-7099.2,-4135.2,-4741.9,-2671.4,-10951,-10267,-10742,-9124,-9133.8,3297.2,5130.4,-8604.5,2560.8,-7149.5,-21305,354.47,19012,2033.1,4058,2251.8,-10637
-677.25,23347,-14368,15724,-2838.4,-4662.2,-12579,-996.53,-17021,-16542,-2611.5,-11423,6662.2,-7098.2,-4131.4,-4741.6,-2669,-10951,-10267,-10744,-9126.1,-9133.4,3294.9,5127.4,-8607.5,2559.7,-7150.9,-21307,353.41,19011,2033.3,4058.3,2250.1,-10630
-674.94,23349,-14367,15722,-2837.6,-4666,-12584,-998.31,-17019,-16541,-2610.9,-11426,6663.2,-7097.9,-4127.7,-4738.7,-2667.3,-10950,-10268,-10744,-9126.8,-9131.2,3293.1,5125.3,-8607.3,2560.3,-7147.6,-21305,355.81,19013,2034.2,4059.1,2246.6,-10620
-680.44,23345,-14381,15718,-2841.1,-4678.9,-12596,-1003.6,-17025,-16550,-2618.2,-11427,6659.2,-7102.6,-4132.8,-4742.5,-2674.9,-10952,-10270,-10747,-9131.1,-9135.8,3293.7,5124.4,-8609.5,2555.8,-7152.8,-21310,352.91,19011,2031.3,4055.8,2242,-10621
-682.84,23338,-14398,15714,-2845.2,-4689.3,-12600,-1006.2,-17026,-16552,-2620.8,-11425,6660.3,-7104.2,-4133.3,-4741.7,-2673.6,-10953,-10268,-10747,-9130.9,-9136,3295,5127.3,-8608,2557,-7153.5,-21309,353.16,19012,2030.3,4054.9,2241.1,-10620
-682.47,23335,-14413,15710,-2843.8,-4695.6,-12597,-1005.6,-17020,-16548,-2614.8,-11421,6666.4,-7096.1,-4126.7,-4734.8,-2665.6,-10947,-10263,-10740,-9124.6,-9129.7,3298.8,5134.6,-8600.1,2563.2,-7146.2,-21302,358.31,19017,2033.2,4060.1,2247.4,-10617
-679.41,23335,-14414,15709,-2840.5,-4698.4,-12587,-1003.1,-17015,-16541,-2604.8,-11416,6672.8,-7087.5,-4116.7,-4727.4,-2656.7,-10938,-10256,-10732,-9116.9,-9122.2,3304.5,5141.6,-8590.4,2569.2,-7139,-21296,364.75,19023,2039,4066.1,2255,-10612
-679.16,23336,-14398,15708,-2839.4,-4698.1,-12576,-999.38,-17017,-16539,-2601.9,-11412,6674.3,-7085.6,-4116.1,-4726.8,-2656.9,-10936,-10254,-10730,-9116.8,-9122.1,3308.3,5144.2,-8588.6,2568.7,-7139.3,-21297,363.03,19024,2040.5,4066.3,2253.2,-10617
-680.41,23336,-14375,15709,-2840.2,-4697,-12570,-996.5,-17018,-16538,-2603.8,-11413,6672.3,-7087.8,-4120.5,-4728.7,-2660.3,-10940,-10256,-10735,-9118.3,-9124.2,3306.8,5143.5,-8590.5,2565.6,-7142.1,-21301,360.5,19020,2038.8,4065.4,2247.3,-10629
-680.56,23338,-14360,15710,-2840.6,-4698.8,-12568,-995.47,-17016,-16538,-2609.5,-11418,6671.4,-7091.5,-4126.1,-4731.3,-2662.6,-10944,-10258,-10738,-9119.8,-9125.7,3302.7,5140.7,-8593.1,2564.4,-7144.6,-21304,358.06,19016,2036.9,4066,2246.9,-10645
-679.81,23341,-14352,15714,-2835.5,-4702.9,-12566,-993.16,-17014,-16537,-2612.9,-11418,6671.3,-7092.9,-4126.4,-4732.6,-2662,-10945,-10257,-10736,-9118.9,-9122.6,3301.2,5139.7,-8592.9,2566.4,-7142.3,-21304,359.84,19016,2039.2,4068.3,2249.6,-10655
-683.31,23339,-14352,15712,-2836.8,-4719.4,-12563,-995.84,-17017,-16540,-2616.5,-11419,6669.2,-7094.8,-4130.2,-4733.8,-2665.2,-10947,-10259,-10739,-9120.5,-9123.6,3302.4,5138.4,-8595.7,2562.9,-7145.3,-21309,357.75,19013,2037.1,4066.3,2248,-10663
-681.66,23337,-14348,15710,-2841.1,-4743.3,-12557,-1000.1,-17016,-16538,-2613.4,-11419,6671.2,-7091,-4128.1,-4730.4,-2660.3,-10942,-10258,-10737,-9119.6,-9123.1,3302.7,5135.4,-8597,2563.3,-7145.1,-21313,357.78,19013,2035.6,4066.7,2249.3,-10660
-682.5,23338,-14343,15708,-2844.7,-4757.5,-12551,-1003.7,-17016,-16537,-2608.8,-11418,6672.9,-7089,-4124.3,-4727.8,-2657.1,-10939,-10257,-10735,-9118.3,-9120.5,3304.6,5135.7,-8598.2,2566.5,-7145.3,-21316,356.69,19013,2035.4,4066.9,2254,-10651
-682.72,23340,-14338,15709,-2842.4,-4755.1,-12546,-1003.7,-17012,-16534,-2604.8,-11414,6675.9,-7086.3,-4121.2,-4726.6,-2654.7,-10937,-10254,-10733,-9114.2,-9118.8,3307.5,5138,-8597.6,2569.1,-7143.3,-21316,358.16,19013,2037.8,4067.9,2257.7,-10641
-680.88,23342,-14337,15710,-2840.9,-4746.1,-12545,-1001.6,-17010,-16532,-2602.2,-11412,6677.7,-7084.4,-4119.4,-4725.6,-2652.7,-10935,-10251,-10730,-9111.2,-9118.2,3309.3,5141.5,-8597.4,2569.9,-7140.9,-21309,361.44,19015,2039,4068.8,2262.5,-10627
-681.22,23343,-14340,15711,-2840.5,-4743.3,-12549,-1001.6,-17010,-16535,-2602.5,-11416,6676,-7085.9,-4119.8,-4727.4,-2654.4,-10937,-10253,-10728,-9111.8,-9117.6,3307.5,5143.4,-8599.4,2568.2,-7142.1,-21305,361.13,19013,2038.8,4070.4,2263.5,-10620
-681.426693737,23386.3480425,-14381.9317,15770.71339,-2850.8860575,-4766.55644775,-12636.5630687,-1008.792875,-17154.4682037,-16692.1136125,-2641.57935438,-11634.951025,6836.34865937,-7288.2976325,-4277.45779,-4953.36655625,-2805.58099,-11663.5715125,-11031.6574,-11645.812575,-9977.9731875,-10849.077125,4247.4977125,7097.639,-13503.87805,4518.7128,-13252.9390125,-41542.58625,703.3417875,35271.9105,3589.1642,6389.7278,2690.473025,-11892.1017188
-680.65073025,23389.68215,-14385.086,15776.8562,-2849.29585,-4760.069945,-12643.961125,-1006.9025,-17160.124425,-16698.38275,-2645.0361625,-11645.3695,6846.7880625,-7300.03435,-4287.1082,-4965.796375,-2814.8642,-11702.86475,-11072.692,-11695.1185,-10020.56125,-10938.7075,4299.76075,7203.82,-13760.319,4623.524,-13572.31475,-42604.775,722.32925,36130.59,3672.536,6512.224,2711.9295,-11964.528125
-683.396693737,23385.3480425,-14387.9317,15772.71339,-2851.0860575,-4755.85644775,-12643.5630687,-1007.692875,-17156.4682037,-16693.1136125,-2647.67935438,-11634.951025,6834.74865937,-7292.4976325,-4284.25779,-4957.76655625,-2812.48099,-11668.5715125,-11034.6574,-11649.812575,-9977.9731875,-10851.477125,4250.4977125,7098.539,-13505.37805,4518.6128,-13253.2390125,-41541.58625,701.1217875,35272.9105,3587.7642,6387.8278,2683.873025,-11892.1017188
-682.422657225,23385.013935,-14386.7774,15770.57058,-2850.076265,-4750.2429505,-12639.1650125,-1004.53325,-17148.8119825,-16683.844475,-2642.22254625,-11623.53255,6825.90925625,-7282.160915,-4275.20738,-4944.5367375,-2804.49778,-11628.278275,-10993.6228,-11601.50665,-9932.285125,-10760.04675,4201.634675,6993.858,-13247.4371,4414.3016,-12931.963275,-40476.3975,683.664325,34416.231,3506.1924,6267.3316,2661.21655,-11812.6753125
-679.9245842,23382.34572,-14383.4688,15766.28496,-2846.95668,-4743.715956,-12628.3689,-1001.894,-17129.49954,-16665.3062,-2634.20893,-11600.6956,6810.73045,-7258.88748,-4255.30656,-4918.5771,-2785.73136,-11548.6918,-10910.5536,-11502.8948,-9841.409,-10574.786,4101.6086,6787.896,-12731.8552,4210.4792,-12287.3118,-38344.02,650.0294,32705.872,3343.2488,6025.8392,2619.1036,-11670.8225
-679.46843815,23373.00929,-14377.8516,15754.71372,-2843.81751,-4737.361967,-12611.776675,-1001.0455,-17099.874655,-16632.22965,-2628.3816975,-11555.0217,6777.0728375,-7214.54061,-4221.90492,-4870.857825,-2754.99852,-11396.51885,-10746.4152,-11309.6711,-9660.05675,-10210.0645,3901.75645,6376.772,-11699.7914,3801.6344,-11002.50885,-34083.265,577.37955,29283.154,3018.1616,5538.3544,2527.2777,-11405.116875
-677.8622921,23363.67286,-14368.2344,15744.14248,-2839.27834,-4731.007978,-12595.18445,-997.357,-17069.24977,-16600.1531,-2622.354465,-11506.3478,6743.215225,-7171.99374,-4190.60328,-4823.83855,-2725.06568,-11243.3459,-10582.2768,-11117.4474,-9476.4045,-9847.443,3706.3043,5965.948,-10666.9276,3391.6896,-9718.0059,-29823.51,504.1997,25861.436,2693.8744,5049.3696,2433.6518,-11143.41125
-678.563164306,23355.5034837,-14363.69435,15733.142645,-2836.49406625,-4724.56073763,-12580.7912531,-995.6083125,-17040.4529956,-16572.2111188,-2615.70563656,-11465.3831375,6714.22731406,-7134.76522875,-4160.226845,-4781.73418438,-2695.224445,-11107.3195687,-10438.6557,-10947.3766625,-9316.84628125,-9528.5366875,3534.13366875,5605.3145,-9763.984275,3032.3504,-8592.49081875,-26096.349375,440.83358125,22868.55775,2408.2231,4622.7829,2356.2041375,-10916.9188281
-678.10614605,23353.33643,-14364.6172,15730.57124,-2836.43917,-4722.953989,-12577.592225,-996.6285,-17034.624885,-16565.07655,-2610.6272325,-11461.6739,6712.5576125,-7128.54687,-4150.60164,-4773.119275,-2686.33284,-11087.17295,-10417.1384,-10921.2237,-9293.75225,-9478.8215,3507.15215,5552.724,-9633.8638,2980.9448,-8430.10295,-25562.755,433.92985,22440.718,2366.6872,4562.5848,2351.0259,-10881.705625
-680.499127794,23351.1693762,-14365.54005,15727.999835,-2838.58427375,-4723.84724037,-12574.3931969,-997.0286875,-17033.7967744,-16562.9419812,-2609.94882844,-11453.9646625,6706.88791094,-7124.52851125,-4147.176435,-4766.30436562,-2684.441235,-11068.0263312,-10397.6211,-10898.0707375,-9273.55821875,-9434.7063125,3482.87063125,5501.0335,-9505.243325,2926.9392,-8272.01508125,-25028.160625,421.68611875,22010.87825,2325.5513,4498.5867,2344.6476625,-10846.4924219
-682.632109538,23347.0023225,-14368.4629,15721.42843,-2840.8293775,-4726.64049175,-12575.1941688,-1000.138875,-17032.9686638,-16560.8074125,-2611.67042438,-11450.255425,6700.31820938,-7121.5101525,-4145.85123,-4762.88945625,-2681.24963,-11050.8797125,-10381.1038,-10875.917775,-9253.0641875,-9393.091125,3454.9891125,5448.843,-9378.62285,2872.8336,-8113.0272125,-24496.56625,410.1223875,21580.0385,2281.2154,4433.7886,2333.969425,-10810.2792187
-681.378073025,23343.668215,-14367.3086,15718.28562,-2839.719585,-4722.9269945,-12569.7961125,-999.85925,-17027.3124425,-16552.538275,-2611.21361625,-11439.83695,6690.47880625,-7109.173435,-4137.00082,-4751.7596375,-2672.66642,-11012.586475,-10341.0692,-10827.61185,-9206.276125,-9303.86075,3405.926075,5347.362,-9120.0819,2770.0224,-7791.751475,-23431.3775,392.164925,20726.359,2197.7436,4311.7924,2313.21295,-10740.8528125
-683.004036513,23341.3341075,-14363.1543,15716.14281,-2840.2097925,-4718.51349725,-12564.3980563,-999.899625,-17019.6562212,-16543.2691375,-2608.65680812,-11428.418475,6680.83940312,-7099.5367175,-4129.95041,-4740.32981875,-2665.18321,-10975.2932375,-10299.0346,-10779.305925,-9161.7880625,-9213.730375,3355.6630375,5245.081,-8862.84095,2667.1112,-7469.9757375,-22366.18875,375.0874625,19870.6795,2117.2718,4191.3962,2291.456475,-10676.4264063
-684.207018256,23340.1670537,-14361.07715,15714.571405,-2840.25489625,-4716.90674862,-12562.1990281,-999.3898125,-17014.8281106,-16539.1345687,-2609.27840406,-11421.7092375,6676.56970156,-7094.61835875,-4128.325205,-4735.21490938,-2663.691605,-10957.1466187,-10278.5173,-10756.1529625,-9140.19403125,-9167.5151875,3332.58151875,5193.3905,-8733.820475,2616.0056,-7310.28786875,-21835.594375,365.40373125,19442.83975,2077.1359,4129.3981,2280.4782375,-10644.2132031
-680.673614605,23339.933643,-14360.86172,15714.257124,-2840.283917,-4717.0653989,-12558.7592225,-999.06985,-17013.0624885,-16537.307655,-2607.28272325,-11422.56739,6677.03576125,-7092.554687,-4125.100164,-4734.1319275,-2660.793284,-10952.317295,-10274.41384,-10751.32237,-9135.735225,-9157.39215,3326.125215,5182.3124,-8706.71638,2606.84448,-7276.330295,-21726.0755,367.330985,19357.2718,2070.18872,4117.39848,2275.12259,-10631.5705625
-680.010210954,23340.7002323,-14363.64629,15712.942843,-2839.71293775,-4715.62404917,-12558.3194169,-997.3998875,-17011.2968664,-16536.4807413,-2606.38704244,-11423.4255425,6676.40182094,-7090.59101525,-4122.875123,-4732.64894563,-2659.094963,-10948.4879713,-10271.31038,-10747.4917775,-9130.27641875,-9147.4691125,3321.56891125,5172.2343,-8680.712285,2596.78336,-7243.07272125,-21619.556625,364.59823875,19272.70385,2062.44154,4105.79886,2268.7669425,-10625.9279219
-682.066807302,23338.4668215,-14365.43086,15713.628562,-2839.6419585,-4713.98269945,-12558.8796113,-996.049925,-17010.5312442,-16538.6538275,-2608.89136163,-11418.283695,6675.46788063,-7089.3273435,-4124.050082,-4730.96596375,-2661.096642,-10946.6586475,-10269.20692,-10743.661185,-9123.5176125,-9140.746075,3318.6126075,5162.6562,-8653.70819,2585.92224,-7212.4151475,-21514.03775,361.7754925,19186.1359,2051.59436,4091.99924,2266.011295,-10638.2852813
-681.283403651,23338.2334107,-14366.21543,15712.314281,-2840.67097925,-4713.64134972,-12559.4398056,-996.1299625,-17009.7656221,-16536.8269137,-2607.49568081,-11419.1418475,6675.43394031,-7086.16367175,-4122.525041,-4729.58298187,-2657.698321,-10940.8293238,-10263.10346,-10737.8305925,-9118.85880625,-9129.4230375,3310.65630375,5152.4781,-8628.304095,2576.26112,-7179.85757375,-21405.518875,362.67274625,19101.56795,2043.84718,4081.39962,2263.5556475,-10650.6426406
-681.81068073,23339.0466822,-14368.043086,15712.0628562,-2841.51419585,-4716.22826994,-12563.0879611,-998.2879925,-17011.1531244,-16538.1653828,-2610.93913616,-11417.2283695,6672.76678806,-7085.61273435,-4125.3650082,-4730.73659637,-2658.6596642,-10938.7658647,-10257.820692,-10734.9661185,-9117.81176125,-9123.7246075,3307.99126075,5144.05562,-8608.360819,2566.152224,-7155.73151475,-21321.303775,359.51854925,19034.11359,2036.229436,4070.339924,2258.9511295,-10660.3285281
-680.47,23341.0,-14369.0,15713.0,-2840.5,-4715.3,-12566.0,-999.31,-17011.0,-16538.0,-2612.8,-11417.0,6674.2,-7085.7,-4125.8,-4730.1,-2657.7,-10938.0,-10258.0,-10733.0,-9116.2,-9121.4,3307.8,5142.1,-8601.6,2564.8,-7147.8,-21300.0,358.53,19017.0,2035.4,4068.3,2256.0,-10662.0
